id,program_name,university_name,official_url,review_status,suggested_original_fee_rule,rationale
poland-university-of-warsaw-finance-investments-and-accounting-warsaw-bachelor,"Finance, investments and accounting",University of Warsaw,http://www.wne.uw.edu.pl/index.php/en/candidates/finance-and-international-investment/,conditional,85 PLN or 100 PLN,Programme-level exam rules still vary by pathway
poland-jan-dlugosz-university-in-czestochowa-fine-art-czestochowa-phd,Fine art.,Jan Dlugosz University in Czestochowa,https://go-poland.pl/university/jan-dlugosz-university-czestochowa,unresolved,,No safe fee rule found yet
poland-university-of-agriculture-in-krakow-food-science-krakow-master,Food science,University of Agriculture in Krakow,https://urk.edu.pl/en/study/study-in-english/master-studies/programs,unresolved,,No safe fee rule found yet
poland-university-of-agriculture-in-krakow-food-technology-and-human-nutrition-krakow-master,Food technology and human nutrition,University of Agriculture in Krakow,https://urk.edu.pl/en/study/study-in-english/master-studies/programs,unresolved,,No safe fee rule found yet
poland-university-of-agriculture-in-krakow-food-technology-and-human-nutrition-krakow-bachelor,Food technology and human nutrition,University of Agriculture in Krakow,https://urk.edu.pl/en/study/study-in-english/bachelor-studies,unresolved,,No safe fee rule found yet
poland-university-of-warsaw-geology-warsaw-master,Geology,University of Warsaw,http://www.geo.uw.edu.pl/tl_files/studia/APG/Applied_Petroleum_Geosciences.pdf,conditional,85 PLN or 100 PLN,Programme-level exam rules still vary by pathway
poland-jagiellonian-university-in-krakow-global-and-development-studies-krakow-bachelor,Global and Development Studies,Jagiellonian University in Kraków,https://studia.uj.edu.pl/en_GB/kierunki/wsmip/global.deve.stud,unresolved,,No safe fee rule found yet
poland-university-of-humanities-and-economics-in-lodz-graphics-odz-bachelor,Graphics,University of Humanities and Economics in Lodz,http://www.ahe.lodz.pl/en/study-in-english/ba-in-graphics,unresolved,,No safe fee rule found yet
poland-gdansk-university-of-technology-green-technologies-and-monitoring-gdansk-bachelor,Green technologies and monitoring,Gdańsk University of Technology,https://pg.edu.pl/en/node/8148,conditional,85 PLN or 100 PLN; 150 PLN for Architecture,Bachelor fee can vary by candidate document pathway
poland-jan-dlugosz-university-in-czestochowa-health-science-czestochowa-phd,Health science,Jan Dlugosz University in Czestochowa,http://www.phd-studies.ujd.edu.pl/,unresolved,,No safe fee rule found yet
poland-medical-university-of-silesia-health-science-silesia-bachelor,Health science,Medical University of Silesia,http://www.sum.edu.pl/midwifery,unresolved,,No safe fee rule found yet
poland-jan-dlugosz-university-in-czestochowa-history-czestochowa-phd,History,Jan Dlugosz University in Czestochowa,https://go-poland.pl/university/jan-dlugosz-university-czestochowa,unresolved,,No safe fee rule found yet
poland-warsaw-university-of-life-sciences-sggw-horticulture-warsaw-master,Horticulture,Warsaw University of Life Sciences - SGGW,http://www.sggw.pl/en/international-cooperation_/information-for-students/sggw-studies-in-english/degree-programmes,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-industrial-and-engineering-chemistry-gliwice-bachelor,Industrial and Engineering Chemistry,Silesian University of Technology,https://apply.polsl.pl/courses/course/62-bsc-industrial-and-engineering-chemistry?search=622,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-industrial-and-engineering-chemistry-gliwice-master,Industrial and Engineering Chemistry,Silesian University of Technology,https://apply.polsl.pl/courses/course/59-msc-industrial-and-engineering-chemistry?search=642,unresolved,,No safe fee rule found yet
poland-the-john-paul-ii-catholic-university-of-lublin-informatics-lublin-bachelor,Informatics,The John Paul II Catholic University of Lublin,https://kandydat.kul.pl/en/strona-glowna/studia-i-stopnia/informatyka-grupa-jezyku-angielskim/,conditional,85 PLN or 100 PLN,Programme-specific entrance-exam risk
poland-silesian-university-of-technology-informatics-gliwice-master,Informatics,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/917-msc-informatics?search=399161,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-informatics-gliwice-bachelor,Informatics,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/955-bsc-informatics?search=399161,unresolved,,No safe fee rule found yet
poland-rzeszow-university-of-technology-informatics-control-engineering-and-robotics-rzeszow-master,"Informatics, control engineering and robotics",Rzeszow University of Technology,http://portal.prz.edu.pl/en/msc-coursesinenglish/electrical-and-computer-engineer/,unresolved,,No safe fee rule found yet
poland-wroc-aw-university-of-economics-and-business-information-science-wroc-aw-bachelor,Information science,Wrocław University of Economics and Business,https://rekrutacja.uew.pl/kierunki-studiow/business-informatics/,unresolved,,No safe fee rule found yet
poland-adam-mickiewicz-university-poznan-intercultural-communication-poznan-bachelor,Intercultural Communication,"Adam Mickiewicz University, Poznań",https://ils.amu.edu.pl/dla-kandydata/studia-i-stopnia-licencjackie/applied-linguistics-and-intercultural-communication,unresolved,,No safe fee rule found yet
poland-university-of-gdansk-intercultural-communication-gdansk-bachelor,Intercultural Communication,University of Gdansk,https://en.ug.edu.pl/study/educational_offer/20202021/cultural_communication-full-time-bachelors,unresolved,,No safe fee rule found yet
poland-wroc-aw-university-of-economics-and-business-international-business-wroc-aw-bachelor,International Business,Wrocław University of Economics and Business,https://rekrutacja.uew.pl/kierunki-studiow/international-business/,unresolved,,No safe fee rule found yet
poland-cracow-university-of-economics-international-business-krakow-master,International Business,Cracow University of Economics,http://www.bpz.uek.krakow.pl/international-business1.html?language=en,unresolved,,No safe fee rule found yet
poland-poznan-university-of-economics-and-business-international-business-poznan-bachelor,International Business,Poznań University of Economics and Business,"http://ue.poznan.pl/en/programmes,c7330/bachelor,c7332/international-business,c9078/",unresolved,,No safe fee rule found yet
poland-poznan-university-of-economics-and-business-international-business-poznan-master,International Business,Poznań University of Economics and Business,"http://ue.poznan.pl/en/programmes,c7330/master,c7333/international-business,c9077/",unresolved,,No safe fee rule found yet
poland-andrzej-frycz-modrzewski-krakow-university-international-business-krakow-bachelor,International Business,Andrzej Frycz Modrzewski Kraków University,http://www.ka.edu.pl/en/studies-in-english/international-business/,unresolved,,No safe fee rule found yet
poland-university-of-information-technology-and-management-international-business-management-rzeszow-bachelor,International Business Management,University of Information Technology and Management,http://kandydaci.wsiz.rzeszow.pl/en/academic-programmes/undergraduate-programmes/international-management,unresolved,,No safe fee rule found yet
poland-university-of-information-technology-and-management-international-business-management-rzeszow-master,International Business Management,University of Information Technology and Management,http://kandydaci.wsiz.rzeszow.pl/en/academic-programmes/graduate-programmes/international-management,unresolved,,No safe fee rule found yet
poland-university-of-gdansk-international-economic-relations-gdansk-master,International economic relations,University of Gdansk,http://ekonom.ug.edu.pl/web/internationalbusiness/index.html?lang=en&ao=welcome,unresolved,,No safe fee rule found yet
poland-university-of-gdansk-international-economic-relations-gdansk-bachelor,International economic relations,University of Gdansk,http://ekonom.ug.edu.pl/web/internationalbusiness/index.html?lang=en&ao=welcome,unresolved,,No safe fee rule found yet
poland-adam-mickiewicz-university-poznan-international-relations-poznan-bachelor,International relations,"Adam Mickiewicz University, Poznań",https://wnpid.amu.edu.pl/en/study-with-us/programms-in-polish/international-relations,unresolved,,No safe fee rule found yet
poland-the-university-of-dabrowa-gornicza-international-relations-dabrowa-gornicza-bachelor,International relations,The University of Dąbrowa Górnicza,http://www.wsb.edu.pl/index.php?p=m&idg=en%2C1304%2C1973,unresolved,,No safe fee rule found yet
poland-andrzej-frycz-modrzewski-krakow-university-international-relations-krakow-bachelor,International relations,Andrzej Frycz Modrzewski Kraków University,http://www.ka.edu.pl/en/studies-in-english/the-international-relations-and-cultural-diplomacy/,unresolved,,No safe fee rule found yet
poland-andrzej-frycz-modrzewski-krakow-university-international-relations-krakow-master,International relations,Andrzej Frycz Modrzewski Kraków University,http://www.ka.edu.pl/en/studies-in-english/the-international-relations-and-cultural-diplomacy/,unresolved,,No safe fee rule found yet
poland-university-college-of-enterprise-and-administration-in-lublin-international-relations-lublin-bachelor,International relations,University College of Enterprise and Administration in Lublin,http://www.en.wspa.pl/education/undergraduate_programs/international_relations/,unresolved,,No safe fee rule found yet
poland-jagiellonian-university-in-krakow-international-relations-and-area-studies-krakow-bachelor,International Relations and Area Studies,Jagiellonian University in Kraków,https://studia.uj.edu.pl/en_GB/kierunki/wsmip/intern.rela.area.stud,unresolved,,No safe fee rule found yet
poland-jagiellonian-university-in-krakow-international-relations-and-public-diplomacy-krakow-master,International Relations and Public Diplomacy,Jagiellonian University in Kraków,https://studia.uj.edu.pl/en_GB/kierunki/wsmip/intern.rela.publ.dipl,unresolved,,No safe fee rule found yet
poland-jagiellonian-university-in-krakow-international-security-and-development-krakow-master,International Security and Development,Jagiellonian University in Kraków,https://studia.uj.edu.pl/en_GB/kierunki/wsmip/intern.secu.deve,unresolved,,No safe fee rule found yet
poland-andrzej-frycz-modrzewski-krakow-university-international-tourism-hotel-industry-and-leisure-services-kr,"International tourism, hotel industry and leisure services",Andrzej Frycz Modrzewski Kraków University,http://www.ka.edu.pl/en/studies-in-english/international-tourism/,unresolved,,No safe fee rule found yet
poland-the-karol-szymanowski-academy-of-music-in-katowice-jazz-and-stage-music-katowice-bachelor,Jazz and stage music,The Karol Szymanowski Academy of Music in Katowice,https://go-poland.pl/university/karol-szymanowski-academy-music-katowice,unresolved,,No safe fee rule found yet
poland-the-karol-szymanowski-academy-of-music-in-katowice-jazz-and-stage-music-katowice-master,Jazz and stage music,The Karol Szymanowski Academy of Music in Katowice,https://go-poland.pl/university/karol-szymanowski-academy-music-katowice,unresolved,,No safe fee rule found yet
poland-the-karol-lipinski-academy-of-music-in-wroc-aw-jazz-and-stage-music-wroc-aw-bachelor,Jazz and stage music,The Karol Lipiński Academy of Music in Wrocław,https://go-poland.pl/university/karol-lipinski-academy-music-wroclaw,unresolved,,No safe fee rule found yet
poland-the-john-paul-ii-catholic-university-of-lublin-journalism-and-social-communication-lublin-bachelor,Journalism and social communication,The John Paul II Catholic University of Lublin,https://kandydat.kul.pl/en/strona-glowna/studia-i-stopnia/dziennikarstwo-i-komunikacja-spoleczna-grupa-w-jezyku-angielskim/,conditional,85 PLN or 100 PLN,Programme-specific entrance-exam risk
poland-university-college-of-enterprise-and-administration-in-lublin-journalism-and-social-communication-lubli,Journalism and social communication,University College of Enterprise and Administration in Lublin,http://www.en.wspa.pl/education/undergraduate_programs/journalism_and_social_communication,unresolved,,No safe fee rule found yet
poland-poznan-university-of-life-sciences-land-resource-management-poznan-bachelor,Land Resource Management,Poznań University of Life Sciences,https://dwm.up.poznan.pl/node/78,unresolved,,No safe fee rule found yet
poland-state-university-of-applied-sciences-in-konin-language-and-literature-studies-english-konin-master,Language and literature studies (English),State University of Applied Sciences in Konin,http://pwsz.konin.edu.pl/pl/310/814/study-courses,unresolved,,No safe fee rule found yet
poland-the-university-of-dabrowa-gornicza-language-and-literature-studies-english-dabrowa-gornicza-bachelor,Language and literature studies (English),The University of Dąbrowa Górnicza,http://www.wsb.edu.pl/index.php?p=m&idg=en%2C1304%2C1975,unresolved,,No safe fee rule found yet
poland-jan-dlugosz-university-in-czestochowa-law-czestochowa-phd,Law,Jan Dlugosz University in Czestochowa,http://www.phd-studies.ujd.edu.pl/,unresolved,,No safe fee rule found yet
poland-adam-mickiewicz-university-poznan-linguistics-poznan-bachelor,Linguistics,"Adam Mickiewicz University, Poznań",https://anglistyka.amu.edu.pl/en/for-candidates,unresolved,,No safe fee rule found yet
poland-krosno-state-college-linguistics-krosno-bachelor,Linguistics,Krosno State College,http://www.pwsz.krosno.pl/courses-department-of-english/,unresolved,,No safe fee rule found yet
poland-jan-dlugosz-university-in-czestochowa-linguistics-czestochowa-phd,Linguistics,Jan Dlugosz University in Czestochowa,https://go-poland.pl/university/jan-dlugosz-university-czestochowa,unresolved,,No safe fee rule found yet
poland-adam-mickiewicz-university-poznan-literary-studies-poznan-bachelor,Literary studies,"Adam Mickiewicz University, Poznań",https://anglistyka.amu.edu.pl/en/for-candidates,unresolved,,No safe fee rule found yet
poland-jan-dlugosz-university-in-czestochowa-literary-studies-czestochowa-phd,Literary studies,Jan Dlugosz University in Czestochowa,https://go-poland.pl/university/jan-dlugosz-university-czestochowa,unresolved,,No safe fee rule found yet
poland-czestochowa-university-of-technology-logistics-czestochowa-master,Logistics,Czestochowa University of Technology,https://wz.pcz.pl/en/studies/masters-degree-studies-second-cycle/logistics-studies-in-english,unresolved,,No safe fee rule found yet
poland-university-of-information-technology-and-management-logistics-rzeszow-master,Logistics,University of Information Technology and Management,http://kandydaci.wsiz.rzeszow.pl/en/academic-programmes/graduate-programmes/logistics-in-transport,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-logistics-gliwice-master,Logistics,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/962-msc-logistics-parttime?search=400677,unresolved,,No safe fee rule found yet
poland-uniwersytet-wsb-merito-opole-management-opole-master,Management,Uniwersytet WSB Merito Opole,https://www.merito.pl/english/opole/educational-offerings/masters-degree/programs/management-international-management,unresolved,,No safe fee rule found yet
poland-rzeszow-university-of-technology-management-rzeszow-bachelor,Management,Rzeszow University of Technology,http://portal.prz.edu.pl/en/bachelor-courses-in-english/,unresolved,,No safe fee rule found yet
poland-the-university-of-dabrowa-gornicza-management-dabrowa-gornicza-master,Management,The University of Dąbrowa Górnicza,http://www.wsb.edu.pl/index.php?p=m&idg=en%2C1304%2C1965,unresolved,,No safe fee rule found yet
poland-university-of-warsaw-management-warsaw-phd,Management,University of Warsaw,https://go-poland.pl/university/university-warsaw,conditional,85 PLN or 100 PLN,Programme-level exam rules still vary by pathway
poland-kozminski-university-management-warsaw-phd,Management,Kozminski University,http://www.kozminski.edu.pl/phd/,unresolved,,No safe fee rule found yet
poland-kozminski-university-management-warsaw-bachelor,Management,Kozminski University,http://www.kozminski.edu.pl/bim/,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-management-gliwice-master,Management,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/1391-msc-management?search=400677,unresolved,,No safe fee rule found yet
poland-poznan-university-of-economics-and-business-management-poznan-master,Management,Poznań University of Economics and Business,"http://ue.poznan.pl/en/programmes,c7330/master,c7333/innovation-management,c9079/",unresolved,,No safe fee rule found yet
poland-czestochowa-university-of-technology-quality-and-production-management-czestochowa-master,Quality and Production Management,Czestochowa University of Technology,https://pcz.pl/en/admission/degree-programmes/masters-degree,unresolved,,No safe fee rule found yet
poland-kielce-university-of-technology-management-and-production-engineering-kielce-bachelor,Management and production engineering,Kielce University of Technology,https://irk.usos.tu.kielce.pl/en-gb/offer/S1_2024-2025_CDZ/programme/Z-ZIP-EN-ST1/?from=registration%3AS1_2024-2025_CDZ,unresolved,,No safe fee rule found yet
poland-czestochowa-university-of-technology-management-and-production-engineering-czestochowa-master,Management and production engineering,Czestochowa University of Technology,https://pcz.pl/en/admission/degree-programmes/masters-degree,unresolved,,No safe fee rule found yet
poland-maritime-university-of-szczecin-marine-engineering-szczecin-bachelor,Marine Engineering,Maritime University of Szczecin,https://marine-edu.com/mechanical-engineering-undergraduate-eng/,unresolved,,No safe fee rule found yet
poland-maritime-university-of-szczecin-marine-engineering-szczecin-master,Marine Engineering,Maritime University of Szczecin,https://marine-edu.com/mechanical-engineering-eng-graduate/,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-materials-engineering-gliwice-master,Materials engineering,Silesian University of Technology,https://apply.polsl.pl/courses/course/47-msc-materials-engineering--automation-and-robotisation-technological-processes-english?search=678,unresolved,,No safe fee rule found yet
poland-military-university-of-technology-materials-engineering-warsaw-master,Materials engineering,Military University of Technology,https://www.wojsko-polskie.pl/wat/u/44/66/44660055-9339-46b6-bbab-6483a966b75d/u_s_86_z_28_10_2021_prog_stu_ii_stop_w_ja_wtc_inz_mat_od_2021_22.pdf,unresolved,,No safe fee rule found yet
poland-czestochowa-university-of-technology-materials-design-and-logistics-czestochowa-bachelor,Materials Design and Logistics,Czestochowa University of Technology,https://pcz.pl/en/admission/degree-programmes/bachelors-degree,unresolved,,No safe fee rule found yet
poland-agh-university-of-krakow-materials-engineering-krakow-master,Materials engineering,AGH University of Krakow,http://www.international.agh.edu.pl/eng/regular-studies/education-offer/second-cycle-degree-programmes/,unresolved,,No safe fee rule found yet
poland-rzeszow-university-of-technology-mathematics-rzeszow-master,Mathematics,Rzeszow University of Technology,http://portal.prz.edu.pl/en/msc-coursesinenglish/,unresolved,,No safe fee rule found yet
poland-military-university-of-technology-mechanical-engineering-warsaw-master,Mechanical engineering,Military University of Technology,https://www.wojsko-polskie.pl/wat/u/48/9d/489d21d5-4551-4058-9b7b-1447b7ce002d/mechanical_engineering_2025.pdf,unresolved,,No safe fee rule found yet
poland-kielce-university-of-technology-mechanical-engineering-kielce-bachelor,Mechanical engineering,Kielce University of Technology,https://irk.usos.tu.kielce.pl/en-gb/offer/S1_2024-2025_CDZ/programme/M-MBM-EN-ST1/?from=registration%3AS1_2024-2025_CDZ,unresolved,,No safe fee rule found yet
poland-czestochowa-university-of-technology-msc-in-mechanical-engineering-specialisation-modelling-and-simulat,"MSc in Mechanical Engineering, specialisation Modelling and Simulation in Mechanics",Czestochowa University of Technology,https://pcz.pl/en/admission/degree-programmes-full-time-studies,unresolved,,No safe fee rule found yet
poland-gdansk-university-of-technology-mechanical-engineering-gdansk-bachelor,Mechanical engineering,Gdańsk University of Technology,https://pg.edu.pl/en/node/8149,conditional,85 PLN or 100 PLN; 150 PLN for Architecture,Bachelor fee can vary by candidate document pathway
poland-kielce-university-of-technology-mechanical-engineering-kielce-master,Mechanical engineering,Kielce University of Technology,https://irk.usos.tu.kielce.pl/en-gb/offer/S2_2024-2025_CDZ/programme/M-MBM-EN-S2/?from=registration%3AS2_2024-2025_CDZ,unresolved,,No safe fee rule found yet
poland-agh-university-of-krakow-mechanical-engineering-krakow-bachelor,Mechanical engineering,AGH University of Krakow,https://sylabusy.agh.edu.pl/en/1/2/20/1/4/5/253,unresolved,,No safe fee rule found yet
poland-rzeszow-university-of-technology-mechanical-engineering-rzeszow-master,Mechanical engineering,Rzeszow University of Technology,http://www.prz.edu.pl/en/MSc/MaME/,unresolved,,No safe fee rule found yet
poland-maritime-university-of-szczecin-mechanics-and-machine-building-szczecin-bachelor,Mechanics and machine building,Maritime University of Szczecin,http://admission.am.szczecin.pl/en/,unresolved,,No safe fee rule found yet
poland-cracow-university-of-technology-mechanics-and-machine-design-krakow-master,Mechanics and machine design,Cracow University of Technology,http://iro.pk.edu.pl/msc-mechanics-and-machine-design/,unresolved,,No safe fee rule found yet
poland-cracow-university-of-technology-mechanics-and-machine-design-krakow-bachelor,Mechanics and machine design,Cracow University of Technology,http://iro.pk.edu.pl/bsc-mechanics-and-machine-design/,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-mechanics-and-machine-design-gliwice-bachelor,Mechanics and machine design,Silesian University of Technology,https://apply.polsl.pl/pl_PL/courses/course/817-bsc-mechanical-engineering?search=394765,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-mechanics-and-machine-design-gliwice-master,Mechanics and machine design,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/866-msc-mechanics-and-machine-design--aircraft-propulsion-systems?search=399167,unresolved,,No safe fee rule found yet
poland-agh-university-of-krakow-mechatronics-krakow-bachelor,Mechatronics,AGH University of Krakow,https://sylabusy.agh.edu.pl/en/1/2/20/1/4/5/55,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-mechatronics-gliwice-master,Mechatronics,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/53-msc-mechatronics--mechatronic-systems-engineering-under-patronage-ibs-poland-company?search=399137,unresolved,,No safe fee rule found yet
poland-military-university-of-technology-mechatronics-warsaw-bachelor,Mechatronics,Military University of Technology,https://www.wojsko-polskie.pl/wat/u/15/b2/15b2eafe-ff04-412b-b017-1d5ff0eb2a41/mechatronics_2023.pdf,unresolved,,No safe fee rule found yet
poland-agh-university-of-krakow-mechatronics-krakow-master,Mechatronics,AGH University of Krakow,https://sylabusy.agh.edu.pl/en/1/2/20/1/5/5/55,unresolved,,No safe fee rule found yet
poland-the-pontifical-university-of-john-paul-ii-in-krakow-communication-and-media-studies-john-paul-ii-in-kra,Communication and Media Studies,The Pontifical University of John Paul II in Krakow,https://rekrutacja.upjp2.edu.pl/en/study-offer/first-cycle-studies/communication-and-media,unresolved,,No safe fee rule found yet
poland-jagiellonian-university-in-krakow-medical-doctor-program-in-english-krakow-master,Medical Doctor program in English,Jagiellonian University in Kraków,https://studia.uj.edu.pl/en_GB/kierunki/wlek/medica.doct,unresolved,,No safe fee rule found yet
poland-medical-university-of-warsaw-medical-doctor-program-in-english-warsaw-master,Medical Doctor program in English,Medical University of Warsaw,http://ed.wum.edu.pl,unresolved,,No safe fee rule found yet
poland-poznan-university-of-medical-sciences-medicine-poznan-master,Medicine,Poznan University of Medical Sciences,https://pums.ump.edu.pl/admissions/medicine-program.html,unresolved,,No safe fee rule found yet
poland-nicolaus-copernicus-university-collegium-medicum-medicine-bydgoszcz-master,Medicine,Nicolaus Copernicus University Collegium Medicum,https://study.cm.umk.pl/medicine.html,unresolved,,No safe fee rule found yet
poland-medical-university-of-gdansk-medicine-gdansk-phd,Medicine,Medical University of Gdańsk,http://www.scienceandresearch.mug.edu.pl/20247.html,unresolved,,No safe fee rule found yet
poland-medical-university-of-gdansk-medicine-gdansk-master,Medicine,Medical University of Gdańsk,https://admission.mug.edu.pl/1447.html,unresolved,,No safe fee rule found yet
poland-university-of-rzeszow-medicine-rzeszow-master,Medicine,University of Rzeszów,https://www.ur.edu.pl/pl/collegium-medicum-2/collegium-medicum/jednostki/wydzial-medyczny/student/english-division/study-programs,unresolved,,No safe fee rule found yet
poland-adam-mickiewicz-university-poznan-mediterranean-studies-poznan-master,Mediterranean studies,"Adam Mickiewicz University, Poznań",https://ifk.amu.edu.pl/dla-kandydata/dla-kandydata/mediterranean-studies,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-mining-and-geology-gliwice-bachelor,Mining and Geology,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/944-bsc-mining-and-geology?search=400674,unresolved,,No safe fee rule found yet
poland-silesian-university-of-technology-mining-and-geology-gliwice-master,Mining and Geology,Silesian University of Technology,https://apply.polsl.pl/en_GB/courses/course/945-msc-mining-and-geology?search=400674,unresolved,,No safe fee rule found yet
poland-jagiellonian-university-in-krakow-molecular-biotechnology-krakow-master,Molecular Biotechnology,Jagiellonian University in Kraków,https://studia.uj.edu.pl/en_GB/kierunki/wbbib/molecu.biot,unresolved,,No safe fee rule found yet
poland-the-karol-szymanowski-academy-of-music-in-katowice-musical-instruments-katowice-bachelor,Musical instruments,The Karol Szymanowski Academy of Music in Katowice,https://go-poland.pl/university/karol-szymanowski-academy-music-katowice,unresolved,,No safe fee rule found yet
poland-the-karol-szymanowski-academy-of-music-in-katowice-musical-instruments-katowice-master,Musical instruments,The Karol Szymanowski Academy of Music in Katowice,https://go-poland.pl/university/karol-szymanowski-academy-music-katowice,unresolved,,No safe fee rule found yet
poland-jan-dlugosz-university-in-czestochowa-musical-instruments-czestochowa-phd,Musical instruments,Jan Dlugosz University in Czestochowa,https://go-poland.pl/university/jan-dlugosz-university-czestochowa,unresolved,,No safe fee rule found yet
poland-maritime-university-of-szczecin-navigation-szczecin-master,Navigation,Maritime University of Szczecin,https://marine-edu.com/navigation-eng-graduate/,unresolved,,No safe fee rule found yet
poland-maritime-university-of-szczecin-navigation-szczecin-bachelor,Navigation,Maritime University of Szczecin,https://marine-edu.com/navigation-undergraduate-eng/,unresolved,,No safe fee rule found yet
poland-polish-air-force-academy-navigation-deblin-bachelor,Navigation,Polish Air Force Academy,https://study.gov.pl/university/polish-air-force-academy,unresolved,,No safe fee rule found yet
poland-medical-university-of-silesia-nursing-silesia-bachelor,Nursing,Medical University of Silesia,http://www.sum.edu.pl/nursing,unresolved,,No safe fee rule found yet
poland-nicolaus-copernicus-university-collegium-medicum-nursing-bydgoszcz-bachelor,Nursing,Nicolaus Copernicus University Collegium Medicum,https://study.cm.umk.pl/nursing.html,unresolved,,No safe fee rule found yet
poland-medical-university-of-gdansk-nursing-gdansk-bachelor,Nursing,Medical University of Gdańsk,https://admission.mug.edu.pl/29318.html,unresolved,,No safe fee rule found yet
poland-medical-university-of-gdansk-pharmaceutical-science-gdansk-phd,Pharmaceutical science,Medical University of Gdańsk,http://www.scienceandresearch.mug.edu.pl/20254.html,unresolved,,No safe fee rule found yet
poland-medical-university-of-silesia-pharmaceutical-science-silesia-master,Pharmaceutical science,Medical University of Silesia,http://www.sum.edu.pl/homepage,unresolved,,No safe fee rule found yet
poland-medical-university-of-gdansk-pharmaceutical-science-gdansk-master,Pharmaceutical science,Medical University of Gdańsk,https://admission.mug.edu.pl/6518.html,unresolved,,No safe fee rule found yet
poland-university-of-warsaw-philosophy-warsaw-bachelor,Philosophy,University of Warsaw,http://www.philosophy.uw.edu.pl/,conditional,85 PLN or 100 PLN,Programme-level exam rules still vary by pathway
poland-jan-dlugosz-university-in-czestochowa-philosophy-czestochowa-phd,Philosophy,Jan Dlugosz University in Czestochowa,http://www.phd-studies.ujd.edu.pl/,unresolved,,No safe fee rule found yet
poland-the-john-paul-ii-catholic-university-of-lublin-philosophy-lublin-master,Philosophy,The John Paul II Catholic University of Lublin,https://kandydat.kul.pl/en/studia-ii-stopnia/filozofia-grupa-jezyku-angielskim/,conditional,85 PLN or 100 PLN,Programme-specific entrance-exam risk
poland-the-john-paul-ii-catholic-university-of-lublin-philosophy-lublin-bachelor,Philosophy,The John Paul II Catholic University of Lublin,https://kandydat.kul.pl/en/strona-glowna/studia-i-stopnia/filozofia-grupa-jezyku-angielskim/,conditional,85 PLN or 100 PLN,Programme-specific entrance-exam risk
poland-the-pontifical-university-oh-john-paul-ii-in-krakow-philosophy-ethics-and-religion-ma-krakow-master,"Philosophy, Ethics and Religion (MA)",The Pontifical University oh John Paul II in Krakow,https://rekrutacja.upjp2.edu.pl/en/study-offer/second-cycle-studies/philosophy-second-cycle-studies,unresolved,,No safe fee rule found yet
poland-kazimierz-wielki-university-physics-bydgoszcz-master,Physics,Kazimierz Wielki University,http://www.studyinbydgoszcz.pl/page/eng/cms/study_programmes_in_english/physics/,unresolved,,No safe fee rule found yet
poland-university-of-warsaw-physics-warsaw-phd,Physics,University of Warsaw,http://en.mismap.uw.edu.pl/o-mismap/phd-studies/about-misdomp,conditional,85 PLN or 100 PLN,Programme-level exam rules still vary by pathway
poland-adam-mickiewicz-university-poznan-physics-poznan-master,Physics,"Adam Mickiewicz University, Poznań",http://pamep.home.amu.edu.pl/,unresolved,,No safe fee rule found yet
poland-agh-university-of-krakow-physics-krakow-bachelor,Physics,AGH University of Krakow,https://sylabusy.agh.edu.pl/en/1/2/20/1/4/17/236,unresolved,,No safe fee rule found yet
poland-jan-dlugosz-university-in-czestochowa-physics-czestochowa-phd,Physics,Jan Dlugosz University in Czestochowa,https://go-poland.pl/university/jan-dlugosz-university-czestochowa,unresolved,,No safe fee rule found yet
poland-nicolaus-copernicus-university-physics-and-astronomy-torun-master,Physics and astronomy,Nicolaus Copernicus University,https://www.fizyka.umk.pl/en/students-candidates/programme-in-english/,unresolved,,No safe fee rule found yet
poland-kazimierz-wielki-university-physics-with-it-bydgoszcz-bachelor,Physics with IT,Kazimierz Wielki University,http://www.studyinbydgoszcz.pl/page/eng/cms/study_programmes_in_english/physics/,unresolved,,No safe fee rule found yet
poland-university-of-rzeszow-physiotherapy-rzeszow-master,Physiotherapy,University of Rzeszów,https://www.ur.edu.pl/pl/collegium-medicum/wydzial-nauk-o-zdrowiu-i-psychologii/student/kierunki-studiow-programy-rozklady-sylabusy/english-language-physiotherapy-programme/study-programme,unresolved,,No safe fee rule found yet
poland-katowice-school-of-economics-physiotherapy-katowice-bachelor,Physiotherapy,Katowice School of Economics,http://www.dwz.gwsh.pl/index.php?option=com_content&view=article&id=441&Itemid=353,unresolved,,No safe fee rule found yet
